country,outcome,outcome_label,mean_Majority,mean_Minority,se_Majority,se_Minority,n_Majority,n_Minority,gap,gap_se,gap_lower,gap_upper,iso3c,majority_religion,majority_share,n_total,pct_minority
Philippines,health,Self-rated health (1–5),3.588293988829368,3.4872290172043185,0.027313129400272876,0.08020560555041756,1067,129,-0.10106497162504935,0.08472866220674809,-0.26713314955027556,0.06500320630017689,PHL,Christian,88.54874236809052,1196,10.785953177257525
Philippines,life_satisfaction,Life satisfaction (1–10),7.403886768949068,7.292229804939706,0.08461371501311502,0.22574647550674604,1067,129,-0.11165696400936209,0.2410828736597408,-0.584179396382454,0.36086546836372985,PHL,Christian,88.54874236809052,1196,10.785953177257525
Puerto Rico,happiness,Happiness (1–4),3.409090909090909,3.3577586206896552,0.02374775089196354,0.0438101621512714,880,232,-0.05133228840125392,0.04983257950525387,-0.1490041442315515,0.04633956742904366,PRI,Christian,79.14055505819158,1117,20.859444941808416
Puerto Rico,health,Self-rated health (1–5),3.836919592298981,4.111587982832618,0.0318818439179414,0.061464668826417324,883,233,0.2746683905336371,0.06924129898802546,0.13895544451710723,0.410381336550167,PRI,Christian,79.14055505819158,1117,20.859444941808416
Puerto Rico,life_satisfaction,Life satisfaction (1–10),8.460839954597049,8.207792207792208,0.070419404439181807,0.149712590730385,881,231,-0.25304774680484066,0.16544712854798302,-0.5773241187588873,0.07122862514920608,PRI,Christian,79.14055505819158,1117,20.859444941808416
Romania,happiness,Happiness (1–4),2.9397714483982473,2.9984505598885343,0.022853578144617838,0.14092181839540527,1165,37,0.05867911149028693,0.1427628976095671,-0.22113616782446455,0.3384943908050384,ROU,Christian,96.62239833116867,1220,3.0327868852459017
Romania,health,Self-rated health (1–5),3.7757152733325654,3.8053988162050247,0.02935572732516245,0.19376612419194822,1178,37,0.029683542872459334,0.19597721707167595,-0.35443180258802554,0.4137988883329442,ROU,Christian,96.62239833116867,1220,3.0327868852459017
Romania,life_satisfaction,Life satisfaction (1–10),7.155389566955255,6.819088972974294,0.07124321045415385,0.3811000425129939,1174,36,-0.3363005939809609,0.38770199566061125,-1.096196505475759,0.42359531751383717,ROU,Christian,96.62239833116867,1220,3.0327868852459017
Russia,happiness,Happiness (1–4),2.9755413078936557,2.9806669850215575,0.019608969816886423,0.0229222135492124,1008,685,0.005125677127901795,0.030165204645008784,-0.05399812397631542,0.06424947823211902,RUS,Christian,58.27062639939452,1736,41.013824884792626
Russia,health,Self-rated health (1–5),3.4303743605994064,3.6000191404180026,0.026808182865673453,0.028380054719869104,1020,711,0.16964477981859627,0.03903980243882072,0.09312676703850765,0.2461627925986849,RUS,Christian,58.27062639939452,1736,41.013824884792626
Russia,life_satisfaction,Life satisfaction (1–10),6.538413845131079,6.646875086078756,0.0665183817990563,0.08223654869087446,1019,705,0.10846124094767706,0.1057711920030761,-0.09885029537835208,0.31577277727370623,RUS,Christian,58.27062639939452,1736,41.013824884792626
Serbia,happiness,Happiness (1–4),2.9733759318423854,2.776595744680851,0.020659574175769805,0.07394077028265912,939,94,-0.19678018716153423,0.07677275242634655,-0.34725478191717346,-0.04630559240589499,SRB,Christian,90.83011583011583,1036,9.16988416988417
Serbia,health,Self-rated health (1–5),3.6843783209351755,3.627659574468085,0.03125962622941021,0.10636600136147635,941,94,-0.05671874646709041,0.11086428855872399,-0.27401275204218944,0.1605752591080086,SRB,Christian,90.83011583011583,1036,9.16988416988417
Serbia,life_satisfaction,Life satisfaction (1–10),6.741176470588235,6.395604395604396,0.06469805676709252,0.22460587971498205,935,91,-0.34557207498383935,0.2337384002511759,-0.803699339476144,0.11255518950846538,SRB,Christian,90.83011583011583,1036,9.16988416988417
Slovakia,happiness,Happiness (1–4),2.680692106464479,2.7750936101702277,0.026085106434406365,0.045013472570525036,918,278,0.09440150370574862,0.05202543119044491,-0.007568341427523398,0.19637134883902063,SVK,Christian,74.40238343915142,1200,23.166666666666668
Slovakia,health,Self-rated health (1–5),3.5934439142663366,3.9054754787497665,0.03426750488551793,0.06026083719374224,920,278,0.31203156448342995,0.06932265423632958,0.17615916218022398,0.4479039667866359,SVK,Christian,74.40238343915142,1200,23.166666666666668
Slovakia,life_satisfaction,Life satisfaction (1–10),6.763422025482097,7.0232338490251225,0.07338805339720673,0.12297512426431619,922,278,0.2598118235430258,0.14320854572704547,-0.020876926081983327,0.5405005731680349,SVK,Christian,74.40238343915142,1200,23.166666666666668
South Korea,happiness,Happiness (1–4),2.907151819322459,2.9732142857142856,0.013579204580353428,0.01808980289920862,797,448,0.06606246639182656,0.022619367054966595,0.02172850696409203,0.11039642581956108,KOR,No_Denomination,64.0160642570281,1245,35.98393574297189
South Korea,health,Self-rated health (1–5),4.089084065244667,4,0.018638814113572263,0.022321428571428572,797,448,-0.08908406524466717,0.029080088807114886,-0.14608103930661234,-0.03208709118272199,KOR,No_Denomination,64.0160642570281,1245,35.98393574297189
South Korea,life_satisfaction,Life satisfaction (1–10),6.683814303638645,6.803571428571429,0.045035372167963945,0.05798049767312062,797,448,0.11975712493278401,0.07341609398987232,-0.024138419287365737,0.2636526691529337,KOR,No_Denomination,64.0160642570281,1245,35.98393574297189
Tajikistan,happiness,Happiness (1–4),3.569084628670121,3.4761904761904763,0.017781183274197112,0.09664493796429062,1158,42,-0.09289415247964472,0.0982670571084337,-0.28549758441217477,0.09970927945288532,TJK,Muslim,96.5,1200,3.5
Tajikistan,health,Self-rated health (1–5),3.9784110535405874,3.6666666666666665,0.024705306349683903,0.09912695235553012,1158,42,-0.3117443868739209,0.10215921321705287,-0.5119764447793446,-0.11151232896849728,TJK,Muslim,96.5,1200,3.5
Tajikistan,life_satisfaction,Life satisfaction (1–10),7.951640759930916,7.880952380952381,0.05573322325242558,0.19107756540324644,1158,42,-0.07068837897853442,0.1990397653096904,-0.4608063189855276,0.31942956102845876,TJK,Muslim,96.5,1200,3.5
Thailand,happiness,Happiness (1–4),3.1670974468239073,2.969132651856656,0.01972334680211405,0.07258088041048792,1357,127,-0.1979647949672514,0.07521299495591179,-0.34538226508083847,-0.05054732485366428,THA,Buddhist,90.67603545550939,1490,8.523489932885907
Thailand,health,Self-rated health (1–5),3.8996631649949216,3.9366054070625323,0.02024925002939446,0.06896360152592351,1360,127,0.03694224206761065,0.07187496408471652,-0.10393268753843374,0.17781717167365504,THA,Buddhist,90.67603545550939,1490,8.523489932885907
Thailand,life_satisfaction,Life satisfaction (1–10),6.571882178864553,6.758333254731996,0.061856725838001156,0.17777428861385544,1358,127,0.18645107586744292,0.18822845752850448,-0.18247670088842588,0.5553788526233117,THA,Buddhist,90.67603545550939,1490,8.523489932885907
Turkey,happiness,Happiness (1–4),3.0657058075455703,2.5,0.013275954076400063,0.16158932858054428,2359,30,-0.5657058075455703,0.16213377830590944,-0.8834880130251528,-0.2479236020659878,TUR,Muslim,98.70617696160267,2396,1.2938230383973288
Turkey,health,Self-rated health (1–5),3.8435114503816794,3.6129032258064515,0.014893019885337363,0.22198339390431737,2358,31,-0.2306082245752279,0.22248242449817107,-0.6666737765916432,0.2054573274411874,TUR,Muslim,98.70617696160267,2396,1.2938230383973288
Turkey,life_satisfaction,Life satisfaction (1–10),6.5292869269949065,5.774193548387097,0.039106815160520794,0.396943780750752,2356,31,-0.7550933786078096,0.3988655262976486,-1.5368698101512008,0.026683052935581708,TUR,Muslim,98.70617696160267,2396,1.2938230383973288
Ukraine,happiness,Happiness (1–4),2.9520289417327086,3.024595710204683,0.021968995660396676,0.09975490926623583,947,44,0.07256676847197463,0.10214538018452655,-0.1276381766896974,0.27277171363364666,UKR,Christian,95.77170957902904,1017,4.424778761061947
Ukraine,health,Self-rated health (1–5),3.3223038301610215,3.4779807103887594,0.027861594329272956,0.11973592906079293,964,45,0.15567688022773796,0.1229347841199561,-0.08527529664737601,0.3966290571028519,UKR,Christian,95.77170957902904,1017,4.424778761061947
Ukraine,life_satisfaction,Life satisfaction (1–10),6.127433822522401,5.974986483859431,0.06906579989908217,0.3607051907658636,952,45,-0.1524473386629701,0.3672578377123327,-0.8722727005791422,0.567378023253202,UKR,Christian,95.77170957902904,1017,4.424778761061947
United Kingdom,happiness,Happiness (1–4),3.1753943169508623,3.307667881261429,0.023436457379490867,0.022687814916851214,1467,1330,0.1322735643105668,0.032619081535230084,0.06834016450151584,0.19620696411961777,GBR,No_Denomination,51.52730877496026,2810,47.437722419928825
United Kingdom,health,Self-rated health (1–5),3.8026039742073596,3.80736646012427,0.03433688985190446,0.033705372151743115,1477,1329,0.004762485916910197,0.048115217100095475,-0.08954333959927693,0.09906831143309733,GBR,No_Denomination,51.52730877496026,2810,47.437722419928825
United Kingdom,life_satisfaction,Life satisfaction (1–10),7.26593227083346,7.546609616113117,0.0646729834858691,0.06556961689485954,1472,1326,0.28067734527965715,0.09209760828980386,0.1001660330316416,0.4611886575276727,GBR,No_Denomination,51.52730877496026,2810,47.437722419928825
Uruguay,happiness,Happiness (1–4),3.3723014741382626,3.2933280593468743,0.029980700644555266,0.05970282700935032,735,237,-0.07897341479138831,0.0668077088669178,-0.20991652417054718,0.051969694587770565,URY,No_Denomination,77.5906648063607,994,24.547283702213278
Uruguay,health,Self-rated health (1–5),4.088087688627592,3.95329909431534,0.03304593020408648,0.06847233723261131,750,244,-0.1347885943122522,0.07602956312612749,-0.2838065380394621,0.014229349414957682,URY,No_Denomination,77.5906648063607,994,24.547283702213278
Uruguay,life_satisfaction,Life satisfaction (1–10),8.171842972542825,8.318831291306093,0.08232711191694181,0.15289225874864348,750,243,0.14698831876326857,0.17364848442139313,-0.19336271070266198,0.4873393482291991,URY,No_Denomination,77.5906648063607,994,24.547283702213278
Uzbekistan,happiness,Happiness (1–4),3.472537878787879,3.460122699386503,0.018096875802628424,0.04444817985036006,1056,163,-0.01241517940137582,0.047991015886577275,-0.10647757053906727,0.08164721173631563,UZB,Christian,86.60209846650524,1239,13.397901533494753
Uzbekistan,health,Self-rated health (1–5),4.072965388213284,4.030120481927711,0.024719860813644225,0.06676954666153063,1069,166,-0.04284490628557247,0.07119862273971499,-0.18239420685541385,0.09670439428426891,UZB,Christian,86.60209846650524,1239,13.397901533494753
Uzbekistan,life_satisfaction,Life satisfaction (1–10),6.948979591836735,7.082278481012659,0.08175659582978076,0.20644269411545343,980,158,0.13329888917592392,0.22204217373129997,-0.301903771337424,0.5685015496892718,UZB,Christian,86.60209846650524,1239,13.397901533494753
Venezuela,happiness,Happiness (1–4),3.1478439425051334,3.0416666666666665,0.02566140531295618,0.059760790015859176,974,216,-0.10617727583846692,0.06503737191765538,-0.23365052479707146,0.021295973120137618,VEN,Christian,81.84873949579831,1190,18.15126050420168
Venezuela,health,Self-rated health (1–5),3.955852156057495,3.9675925925925926,0.025669438163825806,0.05492956507280515,974,216,0.011740436535097487,0.060631486661090646,-0.10709727732064017,0.13057815039083515,VEN,Christian,81.84873949579831,1190,18.15126050420168
Venezuela,life_satisfaction,Life satisfaction (1–10),7.066735112936345,6.791666666666667,0.07635361620203555,0.16431109301585772,974,216,-0.2750684462696782,0.1811850159234852,-0.6301910774797093,0.08005418494035282,VEN,Christian,81.84873949579831,1190,18.15126050420168
Vietnam,happiness,Happiness (1–4),3.4346820809248553,3.4805970149253733,0.019501609942947667,0.029794556159079624,865,335,0.04591493400051805,0.03560938594083623,-0.02387946244352096,0.11570933044455706,VNM,No_Denomination,72.08333333333333,1200,27.916666666666668
Vietnam,health,Self-rated health (1–5),3.8485549132947976,3.665671641791045,0.02629036690913736,0.04649010308479545,865,335,-0.18288327150375272,0.053408923196896343,-0.28756476096966954,-0.07820178203783588,VNM,No_Denomination,72.08333333333333,1200,27.916666666666668
Vietnam,life_satisfaction,Life satisfaction (1–10),7.984971098265896,8.131343283582089,0.04914049074067964,0.09609070191326921,865,335,0.146372185316193,0.10792687721054278,-0.06516449401647084,0.35790886464885685,VNM,No_Denomination,72.08333333333333,1200,27.916666666666668
Zimbabwe,happiness,Happiness (1–4),2.5585480093676813,2.4747191011235956,0.03296565098365603,0.0506220358950983,854,356,-0.08382890824408573,0.060409640480148886,-0.20223180358517756,0.034573987097006084,ZWE,Christian,70.60280759702725,1211,29.39719240297275
Zimbabwe,health,Self-rated health (1–5),3.252927400468384,3.151685393258427,0.03723888466905186,0.05616635996877039,854,356,-0.10124200720995713,0.06738986959132981,-0.23332615160896356,0.030842137189049296,ZWE,Christian,70.60280759702725,1211,29.39719240297275
Zimbabwe,life_satisfaction,Life satisfaction (1–10),5.04215456674473,4.747191011235955,0.11395363434821419,0.1746379555914616,854,356,-0.29496355550877507,0.2085278070529967,-0.7036780573326487,0.11375094631509847,ZWE,Christian,70.60280759702725,1211,29.39719240297275
